Vorgangsnummer,Kategorie,Ort,Zustand,Erstellungsdatum,Letztes Bearbeitungsdatum,Eingangskanal
2m367i,115 Abfallsammlung,"Rheinhafenstraße 115, 76185 Karlsruhe, Deutschland",In Arbeit,2016-12-23T09:07:00+01:00,2016-12-27T11:33:00+01:00,CALL_115
paqx5z,Verunreinigungen,"Otto-Wels-Straße 28, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-23T08:25:00+01:00,2016-12-27T07:24:00+01:00,CALL_115
trnbqh,Verkehrsverstöße,"Johanna-Kirchner-Straße, 76189 Karlsruhe, Deutschland",Behoben,2016-12-23T07:56:00+01:00,2016-12-30T11:34:00+01:00,CALL_115
opjt1a,Ampeln für Fußgänger oder Radfahrer,"Kaiserallee 12E, 76133 Karlsruhe, Deutschland",Behoben,2016-12-23T06:42:00+01:00,2016-12-30T13:19:00+01:00,MOBILE
urmvar,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-12-22T18:26:00+01:00,2016-12-22T18:26:00+01:00,WEB
8v6oum,Straßenbeleuchtung,"Albert-Nestler-Straße 10, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T15:47:00+01:00,2017-01-04T10:19:00+01:00,MOBILE
yncyst,Straßenbeleuchtung,"Albert-Nestler-Straße 10, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T15:47:00+01:00,2017-01-04T10:19:00+01:00,MOBILE
e8vwz2,Gefahrenstellen,"Adenauerring, 76133 Karlsruhe, Deutschland",In Arbeit,2016-12-22T15:27:00+01:00,2017-01-30T08:46:00+01:00,MOBILE
zfgxiv,115 Straßenreinigung,"Vorholzstraße 8, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T15:22:00+01:00,2016-12-23T09:03:00+01:00,CALL_115
czxepf,Verunreinigungen,"Rüppurrer Str. 120, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T15:10:00+01:00,2016-12-23T09:02:00+01:00,CALL_115
8do9l1,Verunreinigungen,"Töpferweg 37, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T13:57:00+01:00,2017-01-11T13:05:00+01:00,MOBILE
3ygp3d,115 Abfallsammlung,"Kaiserallee 84, 76185 Karlsruhe, Deutschland",In Arbeit,2016-12-22T12:38:00+01:00,2016-12-22T14:13:00+01:00,CALL_115
oomk1f,115 Straßenreinigung,"Schützenstraße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T12:13:00+01:00,2016-12-22T16:22:00+01:00,CALL_115
5ohyrn,115 Abfallsammlung,"Waldstraße 81, 76133 Karlsruhe, Deutschland",In Arbeit,2016-12-22T11:36:00+01:00,2016-12-22T14:14:00+01:00,CALL_115
i0rknb,Verunreinigungen,"Gabelsbergerstraße, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T11:34:00+01:00,2016-12-23T11:28:00+01:00,CALL_115
1icktr,KA-Feedback Nutzerumfrage,-,Eingetroffen,2016-12-22T11:29:00+01:00,2016-12-22T11:29:00+01:00,WEB
tkqqkg,Verunreinigungen,"Auf der Breit, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T10:29:00+01:00,2016-12-22T13:55:00+01:00,CALL_115
zzppu7,115 Abfallsammlung,"Am Zinken 11, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T10:15:00+01:00,2017-01-02T11:18:00+01:00,CALL_115
hnfszd,115 Straßenreinigung,"Fiduciastraße, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T10:13:00+01:00,2016-12-23T08:38:00+01:00,CALL_115
4aykr9,115 Straßenreinigung,"Hermine-Villinger-Straße 4, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T09:50:00+01:00,2016-12-23T12:35:00+01:00,CALL_115
2cghlh,Verunreinigungen,"Wolfartsweierer Weg, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T09:13:00+01:00,2017-01-11T13:05:00+01:00,MOBILE
f0qdlx,Verkehrsverstöße,"Sophienstraße 160A, 76135 Karlsruhe, Deutschland",Behoben,2016-12-22T09:08:00+01:00,2016-12-30T11:34:00+01:00,MOBILE
pt2ppr,115 Abfallsammlung,"Augartenstraße 38, 76137 Karlsruhe, Deutschland",In Arbeit,2016-12-22T08:56:00+01:00,2016-12-22T14:15:00+01:00,CALL_115
nx4i8x,115 Abfallsammlung,"Gartenstraße 61, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T08:25:00+01:00,2016-12-30T08:35:00+01:00,CALL_115
iqhgrc,Verunreinigungen,"Hammweg, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-22T08:20:00+01:00,2016-12-22T10:27:00+01:00,CALL_115
se1u6o,Verunreinigungen,"Föhrenweg 25, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T18:29:00+01:00,2016-12-22T06:33:00+01:00,MOBILE
70uwgw,Ampel für Kraftfahrzeuge,"Pfinztalstraße 83, 76227 Karlsruhe, Deutschland",In Arbeit,2016-12-21T17:09:00+01:00,2017-01-19T13:26:00+01:00,WEB
wdhujq,Verkehrsverstöße,"Bergbahnstraße 12, 76227 Karlsruhe, Deutschland",Behoben,2016-12-21T16:56:00+01:00,2016-12-30T11:35:00+01:00,CALL_115
wh2cjm,115 Straßenreinigung,"Im Grün 4, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T16:37:00+01:00,2017-01-10T12:09:00+01:00,CALL_115
o2udfw,Verunreinigungen,"Augartenstraße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T16:18:00+01:00,2017-01-11T13:05:00+01:00,CALL_115
30ypbx,Ampel für Kraftfahrzeuge,"Linkenheimer Landstraße, Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T16:02:00+01:00,2017-01-03T08:51:00+01:00,CALL_115
detqit,115 Abfallsammlung,"Herrenstraße 40, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T16:02:00+01:00,2016-12-30T08:34:00+01:00,CALL_115
64dbup,115 Straßenreinigung,"Unten am Grötzinger Weg, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T15:13:00+01:00,2017-01-11T13:59:00+01:00,CALL_115
bxlwiv,Verunreinigungen,"Durmersheimer Str., Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T14:31:00+01:00,2016-12-23T11:32:00+01:00,CALL_115
gwitqg,Straßenbeleuchtung,"Brunnenäckerweg 31, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T14:28:00+01:00,2017-01-04T10:20:00+01:00,CALL_115
ybyb7l,115 Abfallsammlung,"Durlacher Allee 28, 76131 Karlsruhe, Deutschland",In Arbeit,2016-12-21T14:21:00+01:00,2016-12-27T10:45:00+01:00,CALL_115
r6smna,115 Straßenreinigung,"Im Eschwinkel 10, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T13:51:00+01:00,2017-01-12T06:39:00+01:00,CALL_115
tfvwww,Verkehrsverstöße,"Wilhelm-Trübner-Weg, 76187 Karlsruhe, Deutschland",Behoben,2016-12-21T13:44:00+01:00,2016-12-30T11:35:00+01:00,CALL_115
4icyiy,Beschilderung,"Saarlandstraße 83, 76187 Karlsruhe, Deutschland",Behoben,2016-12-21T13:31:00+01:00,2016-12-30T11:36:00+01:00,MOBILE
vyqu65,115 Abfallsammlung,"Weiherhof 2, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T13:31:00+01:00,2016-12-27T10:27:00+01:00,CALL_115
yvh0la,115 Abfallsammlung,"Marstallstraße 18A, 76227 Karlsruhe, Deutschland",In Arbeit,2016-12-21T13:28:00+01:00,2016-12-21T14:01:00+01:00,CALL_115
cvus5d,115 Straßenreinigung,"Grötzinger Str. 38, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T12:37:00+01:00,2016-12-22T08:59:00+01:00,CALL_115
4ccct9,115 Abfallsammlung,"Schneidemühler Str. 26, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T11:50:00+01:00,2016-12-21T13:19:00+01:00,CALL_115
egjqad,115 Abfallsammlung,"Sophienstraße 64, 76133 Karlsruhe, Deutschland",In Arbeit,2016-12-21T11:27:00+01:00,2016-12-21T11:37:00+01:00,CALL_115
ic1hbo,115 Abfallsammlung,"Otto-Laible-Straße 18, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T11:14:00+01:00,2016-12-29T08:20:00+01:00,CALL_115
mbkjuo,115 Straßenreinigung,"Rintheimer Str., 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T11:04:00+01:00,2016-12-22T09:46:00+01:00,CALL_115
i9xsn9,115 Straßenreinigung,"Pfaffstraße 15, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T10:52:00+01:00,2017-01-12T06:39:00+01:00,CALL_115
xlsncr,115 Abfallsammlung,"Bulacher Str. 2, 76135 Karlsruhe, Deutschland",In Arbeit,2016-12-21T10:35:00+01:00,2016-12-21T11:38:00+01:00,CALL_115
kbjsqu,115 Abfallsammlung,"Rüppurrer Str. 78, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T10:21:00+01:00,2017-01-11T08:42:00+01:00,CALL_115
ad5x6k,115 Straßenreinigung,"Durlacher Weg, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T09:54:00+01:00,2016-12-22T07:55:00+01:00,CALL_115
azwkne,Verkehrsverstöße,"Großschneidersweg 10, 76149 Karlsruhe, Deutschland",Eingetroffen,2016-12-21T09:52:00+01:00,2016-12-21T09:52:00+01:00,WEB
h2wclg,115 Abfallsammlung,"Augartenstraße 36, 76137 Karlsruhe, Deutschland",In Arbeit,2016-12-21T09:31:00+01:00,2016-12-27T11:12:00+01:00,CALL_115
vbfwe8,115 Abfallsammlung,"Otto-Wels-Straße, Karlsruhe, Deutschland 22-34",Abgeschlossen,2016-12-21T08:43:00+01:00,2016-12-27T10:23:00+01:00,CALL_115
gofp8e,Verunreinigungen,"Karlsruher Str. 115, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T08:20:00+01:00,2017-01-12T06:40:00+01:00,CALL_115
sxkjpx,Verunreinigungen,"Karlsruher Str. 75, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T08:18:00+01:00,2016-12-21T13:53:00+01:00,WEB
pm5czy,Straßenbeleuchtung,"Frauenalber Str. 119, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T08:01:00+01:00,2017-01-04T10:20:00+01:00,CALL_115
b3c5kk,Verunreinigungen,"Donauschwabenstraße 12, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T07:19:00+01:00,2017-01-12T06:40:00+01:00,MOBILE
yyk1ik,Straßenbeleuchtung,"An der Bahn, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T05:57:00+01:00,2016-12-28T09:25:00+01:00,MOBILE
gutqie,Verkehrsverstöße,"Karlstraße 76, 76137 Karlsruhe, Deutschland",Behoben,2016-12-21T02:21:00+01:00,2016-12-30T11:38:00+01:00,WEB
u0gndm,Straßenbeleuchtung,"Am Sportpark 5, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-21T00:25:00+01:00,2017-01-04T10:20:00+01:00,MOBILE
wyfika,Gefahrenstellen,"Kriegsstraße, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T21:21:00+01:00,2017-01-02T10:46:00+01:00,MOBILE
7neane,Verkehrsverstöße,"Engesserstraße 48, 76131 Karlsruhe, Deutschland",Behoben,2016-12-20T17:40:00+01:00,2016-12-30T11:38:00+01:00,WEB
jzuoov,115 Abfall Sperrmüll/Weiße Ware (2nd Level),"Neustadter Str. 16, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T16:41:00+01:00,2017-01-11T08:43:00+01:00,CALL_115
za4ejx,Beschilderung,"Lammstraße 15, 76133 Karlsruhe, Deutschland",Behoben,2016-12-20T16:41:00+01:00,2016-12-23T07:38:00+01:00,MOBILE
blsode,115 Straßenreinigung,"Hermann-Schneider-Allee, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T16:20:00+01:00,2016-12-22T07:19:00+01:00,CALL_115
yyntyf,Verkehrsverstöße,"Tilsiter Str. 14, 76139 Karlsruhe, Deutschland",Behoben,2016-12-20T15:51:00+01:00,2016-12-30T11:39:00+01:00,CALL_115
lyzwzq,Gefahrenstellen,"Tilsiter Str., 76139 Karlsruhe, Deutschland",Eingetroffen,2016-12-20T15:50:00+01:00,2016-12-20T15:51:00+01:00,CALL_115
i8yhwu,Verunreinigungen,"Eisenlohrstraße 1A, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T15:37:00+01:00,2017-01-11T13:06:00+01:00,MOBILE
qlyfks,115 Abfallsammlung,"Rastatter Str. 107, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T14:48:00+01:00,2016-12-27T10:21:00+01:00,CALL_115
ffbu61,115 Abfallsammlung,"Ottostraße 5, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T14:42:00+01:00,2016-12-27T10:21:00+01:00,CALL_115
s7mblp,Verunreinigungen,"Durlacher Allee 66, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T14:08:00+01:00,2016-12-21T11:45:00+01:00,WEB
bpdnsf,115 Abfallsammlung,"Schneidemühler Str. 26, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T14:03:00+01:00,2016-12-27T10:23:00+01:00,CALL_115
qcrsse,115 Abfallsammlung,"Bernsteinstraße 12, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T13:41:00+01:00,2016-12-27T10:25:00+01:00,CALL_115
bsqnr5,115 Straßenreinigung,"Adalbert-Stifter-Straße 1, 76199 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T13:11:00+01:00,2016-12-22T07:54:00+01:00,CALL_115
p1rgpl,Gefahrenstellen,"Saarbrücker Str., 76199 Karlsruhe, Deutschland",Eingetroffen,2016-12-20T13:04:00+01:00,2016-12-20T13:18:00+01:00,CALL_115
xq3thi,115 Abfallsammlung,"Durlacher Allee 28, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T12:56:00+01:00,2017-01-11T08:43:00+01:00,CALL_115
rrgcie,Verunreinigungen,"Langenbruchweg, Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T12:12:00+01:00,2017-01-11T13:06:00+01:00,WEB
wovpdi,115 Abfallsammlung,"Mahlbergstraße 35, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T12:03:00+01:00,2016-12-27T10:26:00+01:00,CALL_115
lefzac,Verunreinigungen,"Kösliner Str. 89, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T11:49:00+01:00,2016-12-21T05:41:00+01:00,WEB
uew3zi,Verunreinigungen,"Schweidnitzer Str. 11, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T11:49:00+01:00,2016-12-20T13:35:00+01:00,WEB
nq0bbn,Verunreinigungen,,Abgeschlossen,2016-12-20T10:56:00+01:00,2017-01-11T13:06:00+01:00,CALL_115
rfddej,115 Abfallsammlung,"Ochsenwiese 21, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T10:50:00+01:00,2016-12-20T10:55:00+01:00,CALL_115
guiuhf,Verunreinigungen,"Edeltrud-Tunnel, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T10:30:00+01:00,2016-12-22T07:19:00+01:00,MOBILE
casupa,115 Abfallsammlung,"Rheinhafenstraße 52, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T10:26:00+01:00,2016-12-27T10:26:00+01:00,CALL_115
p7w9ek,115 Abfallsammlung,"Bonner Str. 22, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T10:22:00+01:00,2016-12-21T10:40:00+01:00,CALL_115
jdrejz,115 Abfallsammlung,"Stephanienstraße 98, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T09:58:00+01:00,2016-12-27T10:22:00+01:00,CALL_115
u7bwlw,Verunreinigungen,"Kriegsstraße, Karlsruhe, Deutschland gegenüber ludwig erhard 26",Abgeschlossen,2016-12-20T09:54:00+01:00,2016-12-20T13:32:00+01:00,WEB
lbtzev,115 Abfallsammlung,"Holländerstraße 23, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T09:48:00+01:00,2016-12-27T10:25:00+01:00,CALL_115
0iffsr,115 Abfallsammlung,"Kastanienallee 28, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T09:35:00+01:00,2016-12-21T10:39:00+01:00,CALL_115
djycr1,115 Straßenreinigung,"Wachenburgweg 34, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T09:27:00+01:00,2017-01-11T13:06:00+01:00,CALL_115
v9jakf,Verunreinigungen,"Oberwaldstraße 49, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T08:41:00+01:00,2016-12-20T13:28:00+01:00,CALL_115
lu3us9,Verunreinigungen,"Baumeisterstraße, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T08:40:00+01:00,2016-12-20T11:52:00+01:00,CALL_115
wpc3ax,115 Straßenreinigung,"Barbarossapl., 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T08:10:00+01:00,2016-12-21T13:59:00+01:00,CALL_115
akn6rl,115 Straßenreinigung,"Karlstraße, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T08:08:00+01:00,2016-12-21T13:58:00+01:00,CALL_115
zlcmvh,Verkehrsverstöße,"Sophienstraße 145, 76135 Karlsruhe, Deutschland",Behoben,2016-12-20T00:31:00+01:00,2016-12-30T11:39:00+01:00,MOBILE
uhfflz,Verunreinigungen,"Kriegsstraße 141, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-20T00:14:00+01:00,2017-01-11T13:07:00+01:00,MOBILE
htghna,Verunreinigungen,"Steinhäuserstraße 21, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T20:24:00+01:00,2016-12-20T12:11:00+01:00,WEB
daaq2t,Straßenbeleuchtung,"Grubwaldstraße 1, 78224 Singen (Hohentwiel), Deutschland",Abgeschlossen,2016-12-19T18:17:00+01:00,2016-12-20T06:35:00+01:00,MOBILE
fkpjon,Gefahrenstellen,"Baumeisterstraße 11, 76137 Karlsruhe, Deutschland",Eingetroffen,2016-12-19T17:19:00+01:00,2016-12-19T17:22:00+01:00,CALL_115
gaeclh,115 Abfallsammlung,"Augustenburgstraße 41, 76229 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T16:03:00+01:00,2017-01-16T11:28:00+01:00,CALL_115
266jre,115 Abfallsammlung,"Pfinztalstraße 86, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T15:34:00+01:00,2016-12-27T10:27:00+01:00,CALL_115
fd3aae,Verkehrsverstöße,"Hambacher Str. 9, 76187 Karlsruhe, Deutschland",Behoben,2016-12-19T15:31:00+01:00,2016-12-30T11:39:00+01:00,MOBILE
tcf8rs,Straßenbeleuchtung,"Schloßpl. 12, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T15:08:00+01:00,2016-12-19T15:19:00+01:00,MOBILE
qkuhgh,Straßenbeleuchtung,"Schloßpl. 12, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T15:07:00+01:00,2016-12-19T15:19:00+01:00,MOBILE
3xgo7r,Straßenbeleuchtung,"Schloßpl. 12, 76131 Karlsruhe, Deutschland",In Arbeit,2016-12-19T15:07:00+01:00,2016-12-19T15:13:00+01:00,MOBILE
uqcl7z,Verunreinigungen,"Sophienstraße 76, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T14:31:00+01:00,2016-12-20T08:51:00+01:00,CALL_115
fx1g5m,Verunreinigungen,"Bernhard-Lichtenberg-Straße 78, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T14:27:00+01:00,2017-01-11T13:07:00+01:00,WEB
wi7ozd,115 Abfallsammlung,"Bernsteinstraße 18, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T14:01:00+01:00,2016-12-27T10:26:00+01:00,CALL_115
ricwgm,115 Abfallsammlung,"Gustav-Hofmann-Straße 8, 76229 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T13:54:00+01:00,2016-12-21T13:47:00+01:00,CALL_115
pssyyu,115 Abfallsammlung,"Durlacher Allee 102, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T12:58:00+01:00,2016-12-27T10:23:00+01:00,CALL_115
qynvck,115 Abfallsammlung,"Schneidemühler Str. 26, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T12:49:00+01:00,2017-01-02T15:15:00+01:00,CALL_115
giv7l2,Verunreinigungen,"Gutenbergstraße, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T12:24:00+01:00,2016-12-19T13:58:00+01:00,CALL_115
out4bu,115 Straßenreinigung,"Auf dem Guggelensberg 23, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T11:55:00+01:00,2017-01-12T06:40:00+01:00,CALL_115
jh49uv,Verunreinigungen,,Abgeschlossen,2016-12-19T11:39:00+01:00,2016-12-23T16:43:00+01:00,CALL_115
alove8,115 Straßenreinigung,"Haid-und-Neu-Straße 52, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T11:29:00+01:00,2016-12-19T14:07:00+01:00,CALL_115
vcqjpz,115 Abfallsammlung,"Durlacher Allee 28, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T11:02:00+01:00,2016-12-21T10:40:00+01:00,CALL_115
fjzzff,Verunreinigungen,"Waldshuter Str. 9, 76227 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T11:01:00+01:00,2016-12-20T10:49:00+01:00,MOBILE
ln5ymg,115 Abfall Sperrmüll/Weiße Ware (2nd Level),"Moosweg 11, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T10:47:00+01:00,2017-01-11T08:38:00+01:00,CALL_115
egvsqo,Ampel für Kraftfahrzeuge,"Fritz-Erler-Straße, Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T10:47:00+01:00,2016-12-19T12:50:00+01:00,CALL_115
yseuvw,Beschilderung,"Dunantstraße 63, 76131 Karlsruhe, Deutschland",Eingetroffen,2016-12-19T10:42:00+01:00,2016-12-19T10:44:00+01:00,CALL_115
s8ibf4,115 Abfallsammlung,"Silvanerstraße 16, 76228 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T10:16:00+01:00,2017-01-16T11:32:00+01:00,CALL_115
chkid1,115 Abfallsammlung,"Breite Str. 53, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T09:49:00+01:00,2016-12-21T10:38:00+01:00,CALL_115
rwgxmq,115 Straßenreinigung,"Amalienstraße 93, 76133 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T09:38:00+01:00,2017-01-12T06:41:00+01:00,CALL_115
512qqg,115 Abfallsammlung,"Zeppelinstraße 32, 76185 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T09:07:00+01:00,2016-12-27T10:24:00+01:00,CALL_115
va1pui,Straßenbeleuchtung,"Tennesseeallee 25, 76149 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T09:02:00+01:00,2017-01-04T10:21:00+01:00,CALL_115
m8lqx6,Verunreinigungen,"Wilhelmstraße 43, 76137 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T08:49:00+01:00,2016-12-19T12:35:00+01:00,CALL_115
zmo11z,Verunreinigungen,"Otto-Wels-Straße 35B, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T08:41:00+01:00,2017-01-12T06:41:00+01:00,CALL_115
1khsje,Verunreinigungen,"Neisser Str. 10, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T08:41:00+01:00,2016-12-19T14:12:00+01:00,WEB
xrj8kg,115 Abfallsammlung,"Haid-und-Neu-Straße 4, 76131 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T08:39:00+01:00,2017-01-04T09:18:00+01:00,CALL_115
2kxcxo,Verunreinigungen,"Im Eichbäumle 2, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T08:37:00+01:00,2016-12-19T14:11:00+01:00,WEB
nak7ed,Verunreinigungen,"Herrenstraße, Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T08:23:00+01:00,2016-12-19T14:11:00+01:00,CALL_115
eojhpl,115 Straßenreinigung,"Thomas-Mann-Straße 16, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T08:21:00+01:00,2016-12-19T12:36:00+01:00,CALL_115
gmjjk5,Gefahrenstellen,"Martinstraße 24, 76135 Karlsruhe, Deutschland",Eingetroffen,2016-12-19T08:04:00+01:00,2016-12-19T11:15:00+01:00,CALL_115
5nwxob,Verkehrsverstöße,"Durlacher Allee 64, 76131 Karlsruhe, Deutschland",Behoben,2016-12-19T08:01:00+01:00,2016-12-30T11:40:00+01:00,CALL_115
r68x3r,Beschilderung,"Rahel-Straus-Straße 7, 76137 Karlsruhe, Deutschland",Behoben,2016-12-19T07:54:00+01:00,2016-12-21T07:01:00+01:00,MOBILE
caohkt,Verunreinigungen,"Otto-Wels-Straße, 76189 Karlsruhe, Deutschland",Abgeschlossen,2016-12-19T05:30:00+01:00,2016-12-19T12:37:00+01:00,WEB
kr7oe0,Beschilderung,"L560, 76139 Karlsruhe, Deutschland",Behoben,2016-12-19T00:26:00+01:00,2016-12-20T12:50:00+01:00,WEB
t33v50,Verunreinigungen,"Östliche Rheinbrückenstraße 9, 76187 Karlsruhe, Deutschland",Abgeschlossen,2016-12-18T15:31:00+01:00,2016-12-21T08:43:00+01:00,WEB
e7d90b,Beschilderung,"Gartenstraße 74, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-18T15:11:00+01:00,2016-12-29T17:07:00+01:00,MOBILE
5tmu6r,Straßenbeleuchtung,"Edgar-von-Gierke-Straße 2, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-18T13:50:00+01:00,2016-12-21T09:56:00+01:00,MOBILE
zwjdgo,Straßenbeleuchtung,"Edgar-von-Gierke-Straße 2, 76135 Karlsruhe, Deutschland",Abgeschlossen,2016-12-18T13:49:00+01:00,2017-01-16T11:21:00+01:00,MOBILE
tq7ymy,Verkehrsverstöße,"Kaiserstraße 247, 76133 Karlsruhe, Deutschland",Behoben,2016-12-17T23:47:00+01:00,2016-12-30T11:41:00+01:00,MOBILE
l9uums,Verkehrsverstöße,"Sophienstraße 147, 76135 Karlsruhe, Deutschland",Behoben,2016-12-17T08:32:00+01:00,2016-12-30T11:42:00+01:00,MOBILE
teu9kt,Verkehrsverstöße,"Herderstraße 3, 76185 Karlsruhe, Deutschland",Behoben,2016-12-17T08:22:00+01:00,2017-01-24T08:11:00+01:00,MOBILE
rxaoq4,Straßenbeleuchtung,"Ruschgraben 21-23, 76139 Karlsruhe, Deutschland",Abgeschlossen,2016-12-16T16:58:00+01:00,2016-12-28T09:25:00+01:00,MOBILE
ltodzj,Ampel für Kraftfahrzeuge,"Ebertstraße, Karlsruhe, Deutschland",Abgeschlossen,2016-12-16T16:33:00+01:00,2016-12-19T10:38:00+01:00,WEB
wh440j,Verkehrsverstöße,"Annweilerstraße, Karlsruhe, Deutschland",Abgeschlossen,2016-12-16T16:27:00+01:00,2016-12-22T14:49:00+01:00,CALL_115
